,name,isVisible,dataType,processVariableId,filter,__typename,view,process
2975,Activity,True,EVENT_NAME,,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2976,End time,True,END_TIME,,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2977,Batch,True,CHOICE,batch-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2978,BOM,True,CHOICE,bom-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2979,BOM Version,True,CHOICE,bom-version-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2980,Customer Order,True,CHOICE,customer-order-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2981,Material,True,CHOICE,material-6,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2982,Order,True,CHOICE,order-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2983,Order Actual Completion,True,DATE_TIME,order-actual-completion-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2984,Order Actual Start,True,DATE_TIME,order-actual-start-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2985,Order Build Quantity,True,NUMBER,order-build-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2986,Order Planned Completion,True,DATE_TIME,order-planned-completion-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2987,Order Planned Start,True,DATE_TIME,order-planned-start-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2988,Order Received Quantity,True,NUMBER,order-received-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2989,Order Released Quantity,True,NUMBER,order-released-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2990,Order Routing,True,CHOICE,order-routing-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2991,Order Scheduled Completion,True,DATE_TIME,order-scheduled-completion-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2992,Order Scheduled Start,True,DATE_TIME,order-scheduled-start-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2993,Order Scrapped Quantity,True,NUMBER,order-scrapped-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2994,Plant,True,CHOICE,plant-10,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2995,ProdOrder,True,CHOICE,prodorder-5,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2996,Quantity,True,NUMBER,quantity-6,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2997,Resource,True,CHOICE,resource-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2998,Routing,True,CHOICE,routing-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
2999,Routing Step,True,CHOICE,routing-step-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3000,Routing Version,True,CHOICE,routing-version-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3001,SFC Build Quantity,True,NUMBER,sfc-build-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3002,SFC Initial Quantity,True,NUMBER,sfc-initial-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3003,SFC Received Quantity,True,NUMBER,sfc-received-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3004,SFC Scrapped Quantity,True,NUMBER,sfc-scrapped-quantity-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3005,Step Description,True,CHOICE,step-description-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3006,UnitofMeasure,True,CHOICE,unitofmeasure-4,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3007,Work Center,True,CHOICE,work-center-1,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
3008,CaseId,True,CASE_ID,,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3009,Activity,True,EVENT_NAME,,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3010,End time,True,END_TIME,,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3011,CurrentStatus,True,CHOICE,currentstatus-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3012,FirstEpic,True,CHOICE,firstepic-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3013,IssueCreated,True,DATE_TIME,issuecreated-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3014,IssueLastUpdate,True,DATE_TIME,issuelastupdate-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3015,IssueResolved,True,DATE_TIME,issueresolved-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3016,IssueType,True,CHOICE,issuetype-2,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3017,LastEpic,True,CHOICE,lastepic-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3018,ResolutionStatus,True,CHOICE,resolutionstatus-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3019,Title,True,CHOICE,title-3,,SubjectViewColumn,defaultview-217,[00]_PIA Jira Process
3020,CaseId,True,CASE_ID,,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3021,Activity,True,EVENT_NAME,,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3022,End time,True,END_TIME,,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3023,Accounting Document Segment Primary Key,True,CHOICE,accounting-document-segment-p-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3024,Amount Eligible for Cash Discount in Document Currency,True,NUMBER,amount-eligible-for-cash-disc-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3025,Amount in Document Currency,True,NUMBER,amount-in-document-currency-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3026,Cash Discount Amount in Document Currency,True,NUMBER,cash-discount-amount-in-docum-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3027,Change New Value,True,CHOICE,change-new-value-51,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3028,Change Old Value,True,CHOICE,change-old-value-47,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3029,Change Type,True,CHOICE,change-type-51,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3030,Changed Field,True,CHOICE,changed-field-51,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3031,Changed Object Id,True,CHOICE,changed-object-id-51,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3032,Changed Table,True,CHOICE,changed-table-51,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3033,Converted USD Amount,True,NUMBER,converted-usd-amount-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3034,Converted USD Amount Eligible for Cash Discount,True,NUMBER,converted-usd-amount-eligible-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3035,Converted USD Cash Discount Amount,True,NUMBER,converted-usd-cash-discount-a-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3036,Documet Currency,True,CHOICE,documet-currency-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3037,Event Created By User Id,True,CHOICE,event-created-by-user-id-62,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3038,Event Created By User Type,True,CHOICE,event-created-by-user-type-61,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3039,GR Debit/Credit Indicator,True,CHOICE,gr-debitcredit-indicator-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3040,GR Document Date,True,DATE_TIME,gr-document-date-37,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3041,GR Document ID,True,CHOICE,gr-document-id-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3042,GR Document Item,True,CHOICE,gr-document-item-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3043,GR Document Posting Date,True,DATE_TIME,gr-document-posting-date-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3044,GR Document Year,True,CHOICE,gr-document-year-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3045,GR Quantity,True,NUMBER,gr-quantity-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3046,GR Reference Material Document ID,True,CHOICE,gr-reference-material-documen-106,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3047,GR Reference Material Document Item,True,CHOICE,gr-reference-material-documen-107,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3048,GR Reference Material Document Year,True,CHOICE,gr-reference-material-documen-108,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3049,GR Reference PO Document ID,True,CHOICE,gr-reference-po-document-id-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3050,GR Reference PO Document Item,True,CHOICE,gr-reference-po-document-item-38,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3051,Inv. Accounting Document Date,True,DATE_TIME,inv-accounting-document-date-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3052,Inv. Accounting Document Number,True,CHOICE,inv-accounting-document-numbe-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3053,Inv. Amount Eligible for Cash Discount in Document Currency,True,NUMBER,inv-amount-eligible-for-cash--23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3054,Inv. Amount in Document Currency,True,NUMBER,inv-amount-in-document-curren-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3055,Inv. Amount in Local Currency,True,NUMBER,inv-amount-in-local-currency-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3056,Inv. Cash Discount Amount in Document Currency,True,NUMBER,inv-cash-discount-amount-in-d-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3057,Inv. Cash Discount Amount in Local Currency,True,NUMBER,inv-cash-discount-amount-in-l-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3058,Inv. Client,True,CHOICE,inv-client-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3059,Inv. Company Code,True,CHOICE,inv-company-code-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3060,Inv. Company Code Text,True,CHOICE,inv-company-code-text-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3061,Inv. Converted USD Amount,True,NUMBER,inv-converted-usd-amount-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3062,Inv. Converted USD Amount Eligible for Cash Discount,True,NUMBER,inv-converted-usd-amount-elig-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3063,Inv. Converted USD Cash Discount Amount,True,NUMBER,inv-converted-usd-cash-discou-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3064,Inv. Creation User,True,CHOICE,inv-creation-user-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3065,Inv. Creation User Type,True,CHOICE,inv-creation-user-type-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3066,Inv. Currency Key,True,CHOICE,inv-currency-key-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3067,Inv. Currency Key for the Group Currency,True,CHOICE,inv-currency-key-for-the-grou-1,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3068,Inv. Currency Key of Second Local Currency,True,CHOICE,inv-currency-key-of-second-lo-1,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3069,Inv. Currency Key of Third Local Currency,True,CHOICE,inv-currency-key-of-third-loc-1,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3070,Inv. Date,True,DATE_TIME,inv-date-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3071,Inv. Document Status,True,CHOICE,inv-document-status-17,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3072,Inv. Document Type,True,CHOICE,inv-document-type-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3073,Inv. Document Type Text,True,CHOICE,inv-document-type-text-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3074,Inv. Exchange rate,True,NUMBER,inv-exchange-rate-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3075,Inv. Exchange Rate Type,True,CHOICE,inv-exchange-rate-type-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3076,Inv. Fiscal Year,True,CHOICE,inv-fiscal-year-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3077,Inv. Group Currency Exchange Rate,True,NUMBER,inv-group-currency-exchange-r-1,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3078,Inv. Local Currency,True,CHOICE,inv-local-currency-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3079,Inv. Original Reduction Amount in Local Currency,True,NUMBER,inv-original-reduction-amount-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3080,Inv. Posting Document Date,True,DATE_TIME,inv-posting-document-date-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3081,Inv. Reference Key,True,CHOICE,inv-reference-key-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3082,Inv. Reference Transaction,True,CHOICE,inv-reference-transaction-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3083,Inv. Reversal Indicator,True,CHOICE,inv-reversal-indicator-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3084,Inv. Transaction Code,True,CHOICE,inv-transaction-code-23,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3085,Invoice Due Date,True,DATE_TIME,invoice-due-date-24,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3086,Invoice Line Item,True,CHOICE,invoice-line-item-24,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3087,Invoice Receipt ID,True,CHOICE,invoice-receipt-id-12,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3088,Invoice Receipt Item,True,CHOICE,invoice-receipt-item-12,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3089,Invoice Receipt Year,True,CHOICE,invoice-receipt-year-12,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3090,Last Doc Posting Date in Payment Table,True,DATE_TIME,last-doc-posting-date-in-paym-4,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3091,Last Inv. Item Account Type,True,CHOICE,last-inv-item-account-type-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3092,Last Inv. Item Account Type Text,True,CHOICE,last-inv-item-account-type-te-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3093,Last Inv. Item Assignment Number,True,CHOICE,last-inv-item-assignment-numb-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3094,Last Inv. Item Baseline Date,True,DATE_TIME,last-inv-item-baseline-date-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3095,Last Inv. Item Business Area,True,CHOICE,last-inv-item-business-area-20,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3096,Last Inv. Item Cash Discount Days 1,True,NUMBER,last-inv-item-cash-discount-d-65,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3097,Last Inv. Item Cash Discount Days 2,True,NUMBER,last-inv-item-cash-discount-d-66,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3098,Last Inv. Item Cash Discount Due Date 1,True,DATE_TIME,last-inv-item-cash-discount-d-95,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3099,Last Inv. Item Cash Discount Due Date 2,True,DATE_TIME,last-inv-item-cash-discount-d-96,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3100,Last Inv. Item Cash Discount Percentage1,True,NUMBER,last-inv-item-cash-discount-p-42,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3101,Last Inv. Item Cash Discount Percentage2,True,NUMBER,last-inv-item-cash-discount-p-43,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3102,Last Inv. Item Clearing Date,True,DATE_TIME,last-inv-item-clearing-date-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3103,Last Inv. Item Clearing Entry Date,True,DATE_TIME,last-inv-item-clearing-entry--22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3104,Last Inv. Item Controlling Area,True,CHOICE,last-inv-item-controlling-are-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3105,Last Inv. Item Cost Center,True,CHOICE,last-inv-item-cost-center-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3106,Last Inv. Item Customer Number,True,CHOICE,last-inv-item-customer-number-20,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3107,Last Inv. Item Debit/Credit Indicator,True,CHOICE,last-inv-item-debitcredit-ind-43,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3108,Last Inv. Item Debit/Credit Indicator Text,True,CHOICE,last-inv-item-debitcredit-ind-44,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3109,Last Inv. Item Delivery Schedule Line Number,True,CHOICE,last-inv-item-delivery-schedu-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3110,Last Inv. Item Document Number of the Clearing Document,True,CHOICE,last-inv-item-document-number-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3111,Last Inv. Item Due Date,True,DATE_TIME,last-inv-item-due-date-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3112,Last Inv. Item Dunned On,True,NUMBER,last-inv-item-dunned-on-19,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3113,Last Inv. Item Dunning Area,True,CHOICE,last-inv-item-dunning-area-18,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3114,Last Inv. Item Dunning Block,True,CHOICE,last-inv-item-dunning-block-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3115,Last Inv. Item Dunning key,True,CHOICE,last-inv-item-dunning-key-18,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3116,Last Inv. Item Dunning Level,True,CHOICE,last-inv-item-dunning-level-19,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3117,Last Inv. Item Fiscal Year of the Relevant Invoice,True,CHOICE,last-inv-item-fiscal-year-of--17,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3118,Last Inv. Item Fixed Payment Terms,True,CHOICE,last-inv-item-fixed-payment-t-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3119,Last Inv. Item Follow-On Document Type,True,CHOICE,last-inv-item-follow-on-docum-17,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3120,Last Inv. Item G/L Account Number,True,CHOICE,last-inv-item-gl-account-numb-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3121,Last Inv. Item Line Item of the Relevant Invoice,True,CHOICE,last-inv-item-line-item-of-th-17,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3122,Last Inv. Item Net Payment Terms Period,True,NUMBER,last-inv-item-net-payment-ter-21,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3123,Last Inv. Item Number of the Relevant Invoice,True,CHOICE,last-inv-item-number-of-the-r-17,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3124,Last Inv. Item Order Number,True,CHOICE,last-inv-item-order-number-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3125,Last Inv. Item Payment Block Key,True,CHOICE,last-inv-item-payment-block-k-17,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3126,Last Inv. Item Payment Method,True,CHOICE,last-inv-item-payment-method-18,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3127,Last Inv. Item Posting Key,True,CHOICE,last-inv-item-posting-key-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3128,Last Inv. Item Purchase Document,True,CHOICE,last-inv-item-purchase-docume-27,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3129,Last Inv. Item Purchase Document Item,True,CHOICE,last-inv-item-purchase-docume-28,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3130,Last Inv. Item Receipt Document,True,CHOICE,last-inv-item-receipt-documen-14,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3131,Last Inv. Item Special G/L Indicator,True,CHOICE,last-inv-item-special-gl-indi-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3132,Last Inv. Item Special G/L Transaction Type,True,CHOICE,last-inv-item-special-gl-tran-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3133,Last Inv. Item Target Special G/L Indicator,True,CHOICE,last-inv-item-target-special--15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3134,Last Inv. Item Tax Type,True,CHOICE,last-inv-item-tax-type-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3135,Last Inv. Item Tax Type Text,True,CHOICE,last-inv-item-tax-type-text-15,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
3136,Last Inv. Item Terms of Payment Key,True,CHOICE,last-inv-item-terms-of-paymen-22,,SubjectViewColumn,defaultview-225,[0]_Dashboards_ITP Process
