,name,isVisible,dataType,processVariableId,filter,__typename,view,process
2804,BusinessSolutionOrderItem,True,CHOICE,businesssolutionorderitem-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2805,CancelledBillingDocument,True,CHOICE,cancelledbillingdocument-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2806,ChangeDocDatabaseTableField,True,CHOICE,changedocdatabasetablefield-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2807,ChangeDocGlobalFieldName,True,CHOICE,changedocglobalfieldname-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2808,ChangeDocItemChangeType,True,CHOICE,changedocitemchangetype-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2809,ChangeDocNewFieldValue,True,CHOICE,changedocnewfieldvalue-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2810,ChangeDocObjectClass,True,CHOICE,changedocobjectclass-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2811,ChangeDocPreviousFieldValue,True,CHOICE,changedocpreviousfieldvalue-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2812,ChangeDocument,True,CHOICE,changedocument-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2813,ClearingDate,True,DATE_TIME,clearingdate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2814,ClearingJournalEntry,True,CHOICE,clearingjournalentry-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2815,ClearingJournalEntryFiscalYear,True,CHOICE,clearingjournalentryfiscalyea-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2816,CompanyCode,True,CHOICE,companycode-7,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2817,CompanyCodeCurrency,True,CHOICE,companycodecurrency-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2818,ControllingArea,True,CHOICE,controllingarea-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2819,CostAmount,True,NUMBER,costamount-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2820,CostDoc_AmountInCompanyCodeCurrency,True,NUMBER,costdocamountincompanycodecur-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2821,CostDoc_AmountInGlobalCurrency,True,NUMBER,costdocamountinglobalcurrency-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2822,CostDoc_CompanyCodeCurrency,True,CHOICE,costdoccompanycodecurrency-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2823,CostDoc_EnterDocAfterProjectClosingAmountCompCodeAmount,True,NUMBER,costdocenterdocafterprojectcl-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2824,CostDoc_EnterDocAfterProjectClosingCount,True,NUMBER,costdocenterdocafterprojectcl-5,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2825,CostDoc_EnterDocAfterProjectClosingGlobalAmount,True,NUMBER,costdocenterdocafterprojectcl-6,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2826,CostDoc_GlobalCurrency,True,CHOICE,costdocglobalcurrency-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2827,CostDoc_TotalCount,True,NUMBER,costdoctotalcount-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2828,CostDocUniqueKey,True,CHOICE,costdocuniquekey-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2829,CreatedByUser,True,CHOICE,createdbyuser-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2830,CreationDateTime,True,DATE_TIME,creationdatetime-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2831,Currency,True,CHOICE,currency-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2832,Customer,True,CHOICE,customer-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2833,CustomerName,True,CHOICE,customername-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2834,DataBaseTable,True,CHOICE,databasetable-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2835,DebitCreditCode,True,CHOICE,debitcreditcode-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2836,DocumentDate,True,DATE_TIME,documentdate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2837,FiscalYear,True,CHOICE,fiscalyear-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2838,ForecastedLastScheduledDate,True,DATE_TIME,forecastedlastscheduleddate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2839,GLBusinessTransactionTypeText,True,CHOICE,glbusinesstransactiontypetext-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2840,GlobalCurrency,True,CHOICE,globalcurrency-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2841,GrossAmount,True,NUMBER,grossamount-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2842,HeaderBillingBlockReason,True,CHOICE,headerbillingblockreason-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2843,IsReversal,True,CHOICE,isreversal-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2844,LastChangeDate,True,DATE_TIME,lastchangedate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2845,LastChangeDateTime,True,DATE_TIME,lastchangedatetime-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2846,LastChangedByUser,True,CHOICE,lastchangedbyuser-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2847,LedgerGLLineItem,True,CHOICE,ledgergllineitem-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2848,Material,True,CHOICE,material-5,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2849,MaterialGroup,True,CHOICE,materialgroup-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2850,NetAmount,True,NUMBER,netamount-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2851,NetDueDate,True,DATE_TIME,netduedate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2852,OverallBillingStatus,True,CHOICE,overallbillingstatus-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2853,OverallSDProcessStatus,True,CHOICE,overallsdprocessstatus-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2854,Overdue Category,True,CHOICE,overdue-category-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2855,PlannedEndDate,True,DATE_TIME,plannedenddate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2856,PlannedStartDate,True,DATE_TIME,plannedstartdate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2857,Plant,True,CHOICE,plant-7,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2858,PostingDate,True,DATE_TIME,postingdate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2859,PredecessorTimesheetRecord,True,CHOICE,predecessortimesheetrecord-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2860,PredecessorTimesheetStatus,True,CHOICE,predecessortimesheetstatus-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2861,ProductGroup,True,CHOICE,productgroup-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2862,Project_ActualFinishDate,True,DATE_TIME,projectactualfinishdate-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2863,Project_ActualStartDate,True,DATE_TIME,projectactualstartdate-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2864,Project_Category,True,CHOICE,projectcategory-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2865,Project_CompanyCode,True,CHOICE,projectcompanycode-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2866,Project_ControllingArea,True,CHOICE,projectcontrollingarea-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2867,Project_CreatedByUser,True,CHOICE,projectcreatedbyuser-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2868,Project_CreateToEndTime,True,NUMBER,projectcreatetoendtime-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2869,Project_CreateToStartTime,True,NUMBER,projectcreatetostarttime-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2870,Project_CreationAfterStartFlag,True,NUMBER,projectcreationafterstartflag-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2871,Project_CreationDate,True,DATE_TIME,projectcreationdate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2872,Project_Currency,True,CHOICE,projectcurrency-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2873,Project_Description,True,CHOICE,projectdescription-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2874,Project_EndDate,True,DATE_TIME,projectenddate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2875,Project_FunctionalArea,True,CHOICE,projectfunctionalarea-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2876,Project_InternalID,True,CHOICE,projectinternalid-6,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2877,Project_LastChangedByUser,True,CHOICE,projectlastchangedbyuser-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2878,Project_LastChangedDateTime,True,DATE_TIME,projectlastchangeddatetime-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2879,Project_Manager,True,CHOICE,projectmanager-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2880,Project_Number,True,CHOICE,projectnumber-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2881,Project_Object,True,CHOICE,projectobject-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2882,Project_PlannedEndDate,True,DATE_TIME,projectplannedenddate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2883,Project_PlannedStartDate,True,DATE_TIME,projectplannedstartdate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2884,Project_PlannedToActualClosingTime,True,NUMBER,projectplannedtoactualclosing-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2885,Project_Plant,True,CHOICE,projectplant-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2886,Project_PriorityCode,True,CHOICE,projectprioritycode-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2887,Project_ProcessingStatus,True,CHOICE,projectprocessingstatus-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2888,Project_ProcessingStatusText,True,CHOICE,projectprocessingstatustext-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2889,Project_ProfileCode,True,CHOICE,projectprofilecode-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2890,Project_ProfitCenter,True,CHOICE,projectprofitcenter-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2891,Project_ResponsibleCostCenter,True,CHOICE,projectresponsiblecostcenter-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2892,Project_ResponsiblePerson,True,CHOICE,projectresponsibleperson-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2893,Project_ResponsiblePersonName,True,CHOICE,projectresponsiblepersonname-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2894,Project_SalesOrganization,True,CHOICE,projectsalesorganization-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2895,Project_Stage,True,CHOICE,projectstage-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2896,Project_StageText,True,CHOICE,projectstagetext-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2897,Project_StartDate,True,DATE_TIME,projectstartdate-6,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2898,Project_StartToEndTime,True,NUMBER,projectstarttoendtime-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2899,ProjectInternalID,True,CHOICE,projectinternalid-7,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2900,ProjectStartDate,True,DATE_TIME,projectstartdate-7,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2901,Quantity,True,NUMBER,quantity-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2902,RecordedHours,True,NUMBER,recordedhours-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2903,ReferenceDocument,True,CHOICE,referencedocument-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2904,ReferenceDocumentType,True,CHOICE,referencedocumenttype-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2905,ReferenceDocumentTypeText,True,CHOICE,referencedocumenttypetext-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2906,ReferenceSDDocument,True,CHOICE,referencesddocument-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2907,ReferenceSDDocumentCategory,True,CHOICE,referencesddocumentcategory-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2908,ReferenceTimesheetRecord,True,CHOICE,referencetimesheetrecord-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2909,SalesDocument,True,CHOICE,salesdocument-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2910,SalesDocumentCondition,True,CHOICE,salesdocumentcondition-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2911,SalesDocumentItemCategory,True,CHOICE,salesdocumentitemcategory-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2912,SalesDocumentItemText,True,CHOICE,salesdocumentitemtext-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2913,SalesDocumentType,True,CHOICE,salesdocumenttype-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2914,SalesOrder,True,CHOICE,salesorder-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2915,SalesOrderCreationDateTime,True,DATE_TIME,salesordercreationdatetime-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2916,SalesOrganization,True,CHOICE,salesorganization-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2917,SalesOrganizationCurrency,True,CHOICE,salesorganizationcurrency-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2918,ScheduleLine,True,CHOICE,scheduleline-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2919,SDDocumentRejectionStatus,True,CHOICE,sddocumentrejectionstatus-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2920,SenderCostCenter,True,CHOICE,sendercostcenter-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2921,TargetQuantity,True,NUMBER,targetquantity-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2922,TargetQuantityUnit,True,CHOICE,targetquantityunit-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2923,TaxAmount,True,NUMBER,taxamount-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2924,TimesheetApprovedDate,True,DATE_TIME,timesheetapproveddate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2925,TimesheetRecord,True,CHOICE,timesheetrecord-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2926,TimesheetStatus,True,CHOICE,timesheetstatus-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2927,TimeSheetStatus,True,CHOICE,timesheetstatus-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2928,TransactionCurrency,True,CHOICE,transactioncurrency-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2929,TSR_ApprovedDocsNumber,True,NUMBER,tsrapproveddocsnumber-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2930,TSR_AVGCreationTillApprovalTime,True,NUMBER,tsravgcreationtillapprovaltim-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2931,TSR_CancelledDocsNumber,True,NUMBER,tsrcancelleddocsnumber-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2932,TSR_ControllingArea,True,CHOICE,tsrcontrollingarea-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2933,TSR_Count,True,NUMBER,tsrcount-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2934,TSR_HoursApprovalRejected,True,NUMBER,tsrhoursapprovalrejected-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2935,TSR_HoursApproved,True,NUMBER,tsrhoursapproved-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2936,TSR_HoursCancelled,True,NUMBER,tsrhourscancelled-1,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2937,TSR_HoursChangedAfterApproval,True,NUMBER,tsrhourschangedafterapproval-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2938,TSR_HoursInProcess,True,NUMBER,tsrhoursinprocess-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2939,TSR_HoursReleased,True,NUMBER,tsrhoursreleased-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2940,TSR_LastTimesheetCreationDate,True,DATE_TIME,tsrlasttimesheetcreationdate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2941,TSR_LastTimesheetRecord,True,CHOICE,tsrlasttimesheetrecord-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2942,TSR_MAXCreationTillApprovalTime,True,NUMBER,tsrmaxcreationtillapprovaltim-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2943,TSR_MINCreationTillApprovalTime,True,NUMBER,tsrmincreationtillapprovaltim-2,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2944,TSR_RecordedHoursSum,True,NUMBER,tsrrecordedhourssum-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2945,TSR_SenderCostCenter,True,CHOICE,tsrsendercostcenter-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2946,UnitOfMeasure,True,CHOICE,unitofmeasure-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2947,ValueDate,True,DATE_TIME,valuedate-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2948,WBSDescription,True,CHOICE,wbsdescription-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2949,WBSE_CompanyCode,True,CHOICE,wbsecompanycode-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2950,WBSE_ControllingArea,True,CHOICE,wbsecontrollingarea-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2951,WBSE_Currency,True,CHOICE,wbsecurrency-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2952,WBSE_FunctionalArea,True,CHOICE,wbsefunctionalarea-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2953,WBSE_LastCreationDate,True,DATE_TIME,wbselastcreationdate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2954,WBSE_LastWBSDescription,True,CHOICE,wbselastwbsdescription-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2955,WBSE_LastWBSElement,True,CHOICE,wbselastwbselement-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2956,WBSE_LastWBSElementObject,True,CHOICE,wbselastwbselementobject-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2957,WBSE_NumberOfHierarchyLevel1Elements,True,NUMBER,wbsenumberofhierarchylevel1el-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2958,WBSE_NumberOfHierarchyLevel2Elements,True,NUMBER,wbsenumberofhierarchylevel2el-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2959,WBSE_NumberOfHierarchyLevel3Elements,True,NUMBER,wbsenumberofhierarchylevel3el-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2960,WBSE_Plant,True,CHOICE,wbseplant-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2961,WBSE_ProfitCenter,True,CHOICE,wbseprofitcenter-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2962,WBSE_ProjectType,True,CHOICE,wbseprojecttype-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2963,WBSE_ResponsibleCostCenter,True,CHOICE,wbseresponsiblecostcenter-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2964,WBSElement,True,CHOICE,wbselement-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2965,WBSElementExternalID,True,CHOICE,wbselementexternalid-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2966,WBSElementHierarchyLevel,True,NUMBER,wbselementhierarchylevel-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2967,WBSElementInternalID,True,CHOICE,wbselementinternalid-4,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2968,WBSElementObject,True,CHOICE,wbselementobject-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2969,WorkPackage,True,CHOICE,workpackage-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2970,WorkPackageEndDate,True,DATE_TIME,workpackageenddate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2971,WorkPackageName,True,CHOICE,workpackagename-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2972,WorkPackageStartDate,True,DATE_TIME,workpackagestartdate-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2973,WorkPackageType,True,CHOICE,workpackagetype-3,,SubjectViewColumn,defaultview-197,00_DEMO - SAP S/4HANA Cloud - Project-to-Cash
2974,CaseId,True,CASE_ID,,,SubjectViewColumn,defaultview-270,00_DMC_Showcase (DO NOT CHANGE)
